pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua24,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"E1  0AA","E1   0AA","E1 0AA","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535267","0181084","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512497,-0.052098,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0AB","E1   0AB","E1 0AB","198001","200911","E99999999","E99999999","E09000030","E05009332","E43000220","0","535349","0181185","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021662","00BGGK","E65000001","E01004305","E02000885","5","7A2","E00021662","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.513385,-0.050878,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021662","E01004305","E02000885"
"E1  0AD","E1   0AD","E1 0AD","200604","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535042","0181124","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021646","00BGGK","E65000001","E01004298","E02000885","5","7B2","E00021646","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.512910,-0.055323,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021646","E01004298","E02000885"
"E1  0AE","E1   0AE","E1 0AE","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535238","0180880","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510671,-0.052594,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AF","E1   0AF","E1 0AF","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535335","0180904","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.510864,-0.051161,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0AG","E1   0AG","E1 0AG","200303","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535130","0181180","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.513392,-0.054034,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0AH","E1   0AH","E1 0AH","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535315","0180933","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.511129,-0.051464,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0AJ","E1   0AJ","E1 0AJ","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535223","0180945","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511258,-0.052785,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AL","E1   0AL","E1 0AL","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535242","0180917","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511002,-0.052522,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AN","E1   0AN","E1 0AN","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535252","0180950","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511296,-0.052365,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AP","E1   0AP","E1 0AP","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535297","0180962","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.511394,-0.051713,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0AQ","E1   0AQ","E1 0AQ","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535354","0180981","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.511551,-0.050884,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0AR","E1   0AR","E1 0AR","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535270","0180984","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511598,-0.052093,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AS","E1   0AS","E1 0AS","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535229","0180980","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021642","00BGGK","E65000001","E01004303","E02000888","5","7B2","E00021642","E01004303","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511572,-0.052685,"E37000051","","E23000001",11397,"E56000028","E54000029","E00021642","E01004303","E02000888"
"E1  0AT","E1   0AT","E1 0AT","200303","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535106","0181152","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.513148,-0.054364,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0AU","E1   0AU","E1 0AU","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535181","0180950","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021667","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021667","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511313,-0.053388,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021667","E01004302","E02000888"
"E1  0AW","E1   0AW","E1 0AW","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535300","0180930","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.511105,-0.051682,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0AX","E1   0AX","E1 0AX","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535181","0180950","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021667","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021667","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.511313,-0.053388,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021667","E01004302","E02000888"
"E1  0AY","E1   0AY","E1 0AY","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535174","0181124","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512879,-0.053422,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0AZ","E1   0AZ","E1 0AZ","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535112","0181084","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021646","00BGGK","E65000001","E01004298","E02000885","5","7B2","E00021646","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.512534,-0.054330,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021646","E01004298","E02000885"
"E1  0BA","E1   0BA","E1 0BA","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535146","0181092","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021646","00BGGK","E65000001","E01004298","E02000885","5","7B2","E00021646","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.512598,-0.053837,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021646","E01004298","E02000885"
"E1  0BB","E1   0BB","E1 0BB","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535155","0181210","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.513657,-0.053636,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0BD","E1   0BD","E1 0BD","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535206","0181217","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021661","00BGGK","E65000001","E01004298","E02000885","5","7B2","E00021661","E01004298","E02000885","E33036282","E38000255","E63012023","A1","3B2",51.513707,-0.052925,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021661","E01004298","E02000885"
"E1  0BE","E1   0BE","E1 0BE","198704","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535326","0181001","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.511737,-0.051280,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0BF","E1   0BF","E1 0BF","200303","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535141","0181145","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.513077,-0.053862,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0BG","E1   0BG","E1 0BG","199007","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535229","0181090","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512560,-0.052643,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0BH","E1   0BH","E1 0BH","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534686","0180842","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021650","00BGGK","E65000001","E01004301","E02000888","5","2A2","E00021650","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3D3",51.510462,-0.060531,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021650","E01004301","E02000888"
"E1  0BJ","E1   0BJ","E1 0BJ","198001","","E99999999","E99999999","E09000030","E05009336","E43000220","0","534638","0180809","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGJ","E00021616","00BGGJ","E65000001","E01004295","E02000889","5","7B2","E00021616","E01004295","E02000889","E33036298","E38000255","E63012023","A1","3B2",51.510176,-0.061262,"E37000051","","E23000001",7506,"E56000028","E54000029","E00021616","E01004295","E02000889"
"E1  0BL","E1   0BL","E1 0BL","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534719","0180895","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021650","00BGGK","E65000001","E01004301","E02000888","5","2A2","E00021650","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3D3",51.510931,-0.060036,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021650","E01004301","E02000888"
"E1  0BN","E1   0BN","E1 0BN","200501","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535272","0181032","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512030,-0.052019,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0BP","E1   0BP","E1 0BP","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534954","0180816","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510164,-0.056708,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0BQ","E1   0BQ","E1 0BQ","199308","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535332","0180947","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021643","00BGGK","E65000001","E01004300","E02000885","5","7B2","E00021643","E01004300","E02000885","E33036280","E38000255","E63012023","A1","3B2",51.511250,-0.051214,"E37000051","","E23000001",5313,"E56000028","E54000029","E00021643","E01004300","E02000885"
"E1  0BS","E1   0BS","E1 0BS","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534976","0180868","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021653","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021653","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510626,-0.056371,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021653","E01004302","E02000888"
"E1  0BT","E1   0BT","E1 0BT","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535003","0180858","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021653","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021653","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510529,-0.055986,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021653","E01004302","E02000888"
"E1  0BU","E1   0BU","E1 0BU","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535007","0180808","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021653","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021653","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510079,-0.055948,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021653","E01004302","E02000888"
"E1  0BW","E1   0BW","E1 0BW","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534948","0180882","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510758,-0.056769,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0BX","E1   0BX","E1 0BX","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535013","0180896","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021653","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021653","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510868,-0.055828,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021653","E01004302","E02000888"
"E1  0BY","E1   0BY","E1 0BY","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535077","0180825","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021655","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021655","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510215,-0.054933,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021655","E01004301","E02000888"
"E1  0BZ","E1   0BZ","E1 0BZ","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535077","0180825","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021655","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021655","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510215,-0.054933,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021655","E01004301","E02000888"
"E1  0DA","E1   0DA","E1 0DA","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534962","0180820","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510199,-0.056565,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0DB","E1   0DB","E1 0DB","199712","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535178","0181072","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512410,-0.053384,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0DD","E1   0DD","E1 0DD","200602","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535045","0180910","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021653","00BGGK","E65000001","E01004302","E02000888","5","7B2","E00021653","E01004302","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510986,-0.055362,"E37000051","","E23000001",10599,"E56000028","E54000029","E00021653","E01004302","E02000888"
"E1  0DE","E1   0DE","E1 0DE","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534889","0180904","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510970,-0.057611,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0DF","E1   0DF","E1 0DF","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534912","0180817","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510183,-0.057313,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0DG","E1   0DG","E1 0DG","198504","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534692","0180858","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021650","00BGGK","E65000001","E01004301","E02000888","5","2A2","E00021650","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3D3",51.510603,-0.060465,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021650","E01004301","E02000888"
"E1  0DH","E1   0DH","E1 0DH","199912","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534857","0180871","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021649","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021649","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510681,-0.058084,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021649","E01004301","E02000888"
"E1  0DJ","E1   0DJ","E1 0DJ","199101","199507","E99999999","E99999999","E09000030","E05009332","E43000220","1","535400","0181100","8","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512609,-0.050176,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0DL","E1   0DL","E1 0DL","199706","200006","E99999999","E99999999","E09000030","E05009332","E43000220","1","535469","0181177","6","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021662","00BGGK","E65000001","E01004305","E02000885","5","7A2","E00021662","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.513284,-0.049153,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021662","E01004305","E02000885"
"E1  0DN","E1   0DN","E1 0DN","199912","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535039","0180834","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021655","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021655","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.510305,-0.055477,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021655","E01004301","E02000888"
"E1  0DP","E1   0DP","E1 0DP","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535449","0181179","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021662","00BGGK","E65000001","E01004305","E02000885","5","7A2","E00021662","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.513307,-0.049440,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021662","E01004305","E02000885"
"E1  0DQ","E1   0DQ","E1 0DQ","200906","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535488","0181187","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021662","00BGGK","E65000001","E01004305","E02000885","5","7A2","E00021662","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.513370,-0.048876,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021662","E01004305","E02000885"
"E1  0DR","E1   0DR","E1 0DR","199912","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534782","0180858","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021650","00BGGK","E65000001","E01004301","E02000888","5","2A2","E00021650","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3D3",51.510583,-0.059143,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021650","E01004301","E02000888"
"E1  0DS","E1   0DS","E1 0DS","200006","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535207","0181129","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021641","00BGGK","E65000001","E01004298","E02000885","5","7A1","E00021641","E01004298","E02000885","E33036280","E38000255","E63012023","A1","3A1",51.512916,-0.052945,"E37000051","","E23000001",3911,"E56000028","E54000029","E00021641","E01004298","E02000885"
"E1  0DT","E1   0DT","E1 0DT","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535455","0181123","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021662","00BGGK","E65000001","E01004305","E02000885","5","7A2","E00021662","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.512803,-0.049375,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021662","E01004305","E02000885"
"E1  0DU","E1   0DU","E1 0DU","198001","","E99999999","E99999999","E09000030","E05009332","E43000220","0","535442","0181096","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021668","00BGGK","E65000001","E01004305","E02000885","5","7B2","E00021668","E01004305","E02000885","E33036283","E38000255","E63012023","A1","3B2",51.512563,-0.049573,"E37000051","","E23000001",7611,"E56000028","E54000029","E00021668","E01004305","E02000885"
"E1  0DW","E1   0DW","E1 0DW","199912","","E99999999","E99999999","E09000030","E05009332","E43000220","0","534962","0180791","1","E18000007","E40000003","E92000001","E12000007","5","E14001086","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGK","E00021655","00BGGK","E65000001","E01004301","E02000888","5","7B2","E00021655","E01004301","E02000888","E33036294","E38000255","E63012023","A1","3B2",51.509938,-0.056576,"E37000051","","E23000001",5604,"E56000028","E54000029","E00021655","E01004301","E02000888"
